estproduto,pronome,tn,unimedida,estfilho,pronome,unimedida,fase,estqtduso
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,351501000027,AMORTECEDOR FINAL D240 C/TAMPA                    ,UN,90,1.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360605000047,MODULO ITENS FREQUENCIA 60HZ AC180 - CESTARI      ,UN,90,1.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360605000082,MAQUINA INDIVIDUAL AC180                          ,UN,90,1.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360601000189,MODULO INTERMEDIARIO PENEIRA D 2.5                ,UN,90,3.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360601000188,MODULO EXTREMIDADE PENEIRA D 2.5                  ,UN,90,6.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360602000166,FECHAMENTO SUPERIOR FUNIL DE CARGA D320           ,UN,90,1.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360605000032,PLATAFORMA TRASEIRA AC180                         ,UN,90,1.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360601000778,MODULO EXTREMIDADE PENEIRA PARCIAL D 9.5          ,UN,90,3.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360602000095,FECHAMENTO SUP FUNIL DE CARGA D240                ,UN,90,1.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360601000665,MODULO FUNIL SAIDA PROD LIMPO P/ 240 C/ VED       ,UN,90,1.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360601000776,MODULO INTERMEDIARIO PENEIRA D 9.5                ,UN,90,3.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,2.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,351501000225,PRESILHA D240                                     ,UN,90,1.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360605000021,PLATAFORMA LATERAL DIR                            ,UN,90,1.0000
360609000310,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00310 ,180,UN,360601000554,MODULO EXTREMIDADE PENEIRA D 1                    ,UN,90,6.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000165,MODULO INTERMEDIARIO PENEIRA OBL 4 X 12           ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000183,MODULO EXTREMIDADE PENEIRA OBL 1.5 X 22           ,UN,90,6.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000064,MODULO EXTREMIDADE PENEIRA D 10                   ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000175,MODULO EXTREMIDADE PENEIRA D 13                   ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000188,MODULO EXTREMIDADE PENEIRA D 2.5                  ,UN,90,6.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000189,MODULO INTERMEDIARIO PENEIRA D 2.5                ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000182,MODULO INTERMEDIARIO PENEIRA OBL 1.5 X 22         ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360602000308,PRESILHA SOLDADA D500                             ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000060,MODULO EXTREMIDADE PENEIRA PARCIAL D 9            ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,10.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360602000166,FECHAMENTO SUPERIOR FUNIL DE CARGA D320           ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360602000197,BOCAL DE SAIDA D500                               ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,351501000027,AMORTECEDOR FINAL D240 C/TAMPA                    ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000167,MODULO EXTREMIDADE PENEIRA OBL 4 X 12             ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000169,MODULO EXTREMIDADE PENEIRA PARCIAL OBL 4 X 12     ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360605000021,PLATAFORMA LATERAL DIR                            ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000174,MODULO INTERMEDIARIO PENEIRA D 13                 ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360605000020,PLATAFORMA LATERAL COM ESCADA                     ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360605000045,CICLONE D1500 AC 180/240                          ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360602000095,FECHAMENTO SUP FUNIL DE CARGA D240                ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360605000032,PLATAFORMA TRASEIRA AC180                         ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000176,MODULO EXTREMIDADE PENEIRA PARCIAL D 13           ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000066,MODULO EXTREMIDADE PENEIRA PARCIAL D 10           ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000665,MODULO FUNIL SAIDA PROD LIMPO P/ 240 C/ VED       ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000058,MODULO INTERMEDIARIO PENEIRA D 9                  ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360605000111,APOIOS DE COMPENSACAO 1.0M ML-180                 ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000412,MODULO TRANS SAIDA IMPUREZA EM BAG ML60/120       ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,351501000225,PRESILHA D240                                     ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000062,MODULO INTERMEDIARIO PENEIRA D 10                 ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000059,MODULO EXTREMIDADE PENEIRA D 9                    ,UN,90,3.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,2.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360605000047,MODULO ITENS FREQUENCIA 60HZ AC180 - CESTARI      ,UN,90,1.0000
360609000311,MAQUINA DE PRE-LIMPEZA MODELO MLAC-180 N° AC00311 ,180,UN,360605000082,MAQUINA INDIVIDUAL AC180                          ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000082,MODULO INTERMEDIARIO PENEIRA D 8                  ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000151,MODULO EXTREMIDADE PENEIRA PARCIAL OVAL 4 X 10    ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000146,MODULO EXTREMIDADE PENEIRA OVAL 4 X 10            ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,351501000225,PRESILHA D240                                     ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000073,MODULO EXTREMIDADE PENEIRA D 4.5                  ,UN,90,4.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360605000077,MAQUINA INDIVIDUAL AC120                          ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000148,MODULO EXTREMIDADE PENEIRA OBL 4.5 X 22           ,UN,90,4.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000141,MODULO INTERMEDIARIO PENEIRA OVAL 4 X 10          ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,351501000021,AMORTECEDOR FINAL AUTOMATICO D240 SAE 1045        ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000065,MODULO EXTREMIDADE PENEIRA D 11                   ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000172,MODULO EXTREMIDADE PENEIRA D 12                   ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360605000044,CICLONE D1400 AC 120                              ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,351501000224,PRESILHA D200                                     ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000059,MODULO EXTREMIDADE PENEIRA D 9                    ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000087,MODULO EXTREMIDADE PENEIRA PARCIAL D 8            ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360602000311,MODULO DE DESCARGA INCLINADO 30G                  ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000145,MODULO INTERMEDIARIO PENEIRA OBL 1.75 X 22        ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000180,MODULO INTERMEDIARIO PENEIRA D 1.5                ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000063,MODULO INTERMEDIARIO PENEIRA D 11                 ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000085,MODULO EXTREMIDADE PENEIRA D 8                    ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000150,MODULO EXTREMIDADE PENEIRA OBL 1.75 X 22          ,UN,90,4.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000058,MODULO INTERMEDIARIO PENEIRA D 9                  ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000071,MODULO EXTREMIDADE PENEIRA D 3.5                  ,UN,90,4.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360602000384,PRESILHA SOLDADA D450                             ,UN,90,4.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000143,MODULO INTERMEDIARIO PENEIRA OBL 4.5 X 22         ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000070,MODULO INTERMEDIARIO PENEIRA D 4.5                ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000423,ESCADA ACESSO FUNIL DE CARGA AC60                 ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360602000255,TUBO D450 X 1170                                  ,UN,90,10.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000181,MODULO EXTREMIDADE PENEIRA D 1.5                  ,UN,90,4.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,351502000219,REDUCAO CONICA D240 X D200 X H156                 ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000513,MODULO EXTREMIDADE PENEIRA PARCIAL D 4.5          ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000412,MODULO TRANS SAIDA IMPUREZA EM BAG ML60/120       ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,351503000002,ANEL PADRAO D200                                  ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000069,MODULO INTERMEDIARIO PENEIRA D 4                  ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000171,MODULO INTERMEDIARIO PENEIRA D 12                 ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000068,MODULO INTERMEDIARIO PENEIRA D 3.5                ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000072,MODULO EXTREMIDADE PENEIRA D 4                    ,UN,90,4.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000060,MODULO EXTREMIDADE PENEIRA PARCIAL D 9            ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360602000391,BOCAL DE SAIDA D450                               ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000229,TUBO C/JANELA D450 X 1170                         ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000173,MODULO EXTREMIDADE PENEIRA PARCIAL D 12           ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000067,MODULO EXTREMIDADE PENEIRA PARCIAL D 11           ,UN,90,2.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360602000383,CURVA 45GR D450 R900                              ,UN,90,3.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360601000665,MODULO FUNIL SAIDA PROD LIMPO P/ 240 C/ VED       ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360602000095,FECHAMENTO SUP FUNIL DE CARGA D240                ,UN,90,1.0000
360609000312,MAQUINA DE PRE-LIMPEZA MODELO MLAC-120 N° AC00312 ,120,UN,360605000051,MODULO ITENS FREQUENCIA 60HZ AC120 - CESTARI      ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360605000323,PLATAFORMA COMPLETA ML240 PADRAO                  ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360602000308,PRESILHA SOLDADA D500                             ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000070,MODULO INTERMEDIARIO PENEIRA D 4.5                ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000666,MODULO FUNIL SAIDA PROD LIMPO P/ 320 C/ VED       ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360602000311,MODULO DE DESCARGA INCLINADO 30G                  ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000146,MODULO EXTREMIDADE PENEIRA OVAL 4 X 10            ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,10.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,351501000228,PRESILHA D320                                     ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360605000045,CICLONE D1500 AC 180/240                          ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000181,MODULO EXTREMIDADE PENEIRA D 1.5                  ,UN,90,8.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000151,MODULO EXTREMIDADE PENEIRA PARCIAL OVAL 4 X 10    ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000067,MODULO EXTREMIDADE PENEIRA PARCIAL D 11           ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360602000166,FECHAMENTO SUPERIOR FUNIL DE CARGA D320           ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,2.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000176,MODULO EXTREMIDADE PENEIRA PARCIAL D 13           ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000063,MODULO INTERMEDIARIO PENEIRA D 11                 ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000073,MODULO EXTREMIDADE PENEIRA D 4.5                  ,UN,90,8.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000430,MODULO TRANS SAIDA IMPUREZA EM BAG D240/320       ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000175,MODULO EXTREMIDADE PENEIRA D 13                   ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000180,MODULO INTERMEDIARIO PENEIRA D 1.5                ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,351501000029,AMORTECEDOR FINAL D320 C/TAMPA                    ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000068,MODULO INTERMEDIARIO PENEIRA D 3.5                ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360605000049,MODULO ITENS FREQUENCIA 60HZ AC240 - CESTARI      ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000141,MODULO INTERMEDIARIO PENEIRA OVAL 4 X 10          ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000071,MODULO EXTREMIDADE PENEIRA D 3.5                  ,UN,90,8.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,3.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360605000083,MAQUINA INDIVIDUAL AC240                          ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360605000116,APOIOS DE COMPENSACAO 1.0M PLAT ML-240            ,UN,90,1.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000174,MODULO INTERMEDIARIO PENEIRA D 13                 ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360601000065,MODULO EXTREMIDADE PENEIRA D 11                   ,UN,90,4.0000
360609000313,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00313 ,240,UN,360602000197,BOCAL DE SAIDA D500                               ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000058,MODULO INTERMEDIARIO PENEIRA D 9                  ,UN,90,4.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,3.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360605000116,APOIOS DE COMPENSACAO 1.0M PLAT ML-240            ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000060,MODULO EXTREMIDADE PENEIRA PARCIAL D 9            ,UN,90,4.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,17.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000059,MODULO EXTREMIDADE PENEIRA D 9                    ,UN,90,4.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000070,MODULO INTERMEDIARIO PENEIRA D 4.5                ,UN,90,4.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000071,MODULO EXTREMIDADE PENEIRA D 3.5                  ,UN,90,8.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360602000166,FECHAMENTO SUPERIOR FUNIL DE CARGA D320           ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000068,MODULO INTERMEDIARIO PENEIRA D 3.5                ,UN,90,4.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,351501000228,PRESILHA D320                                     ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360605000033,MAQUINA AC 240                                    ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000173,MODULO EXTREMIDADE PENEIRA PARCIAL D 12           ,UN,90,4.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360602000308,PRESILHA SOLDADA D500                             ,UN,90,7.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,3.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360605000049,MODULO ITENS FREQUENCIA 60HZ AC240 - CESTARI      ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000171,MODULO INTERMEDIARIO PENEIRA D 12                 ,UN,90,4.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000172,MODULO EXTREMIDADE PENEIRA D 12                   ,UN,90,4.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360602000311,MODULO DE DESCARGA INCLINADO 30G                  ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360602000197,BOCAL DE SAIDA D500                               ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000073,MODULO EXTREMIDADE PENEIRA D 4.5                  ,UN,90,8.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000666,MODULO FUNIL SAIDA PROD LIMPO P/ 320 C/ VED       ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360605000045,CICLONE D1500 AC 180/240                          ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,351501000029,AMORTECEDOR FINAL D320 C/TAMPA                    ,UN,90,1.0000
360609000314,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00314 ,240,UN,360601000430,MODULO TRANS SAIDA IMPUREZA EM BAG D240/320       ,UN,90,1.0000
360609000315,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00315 ,240,UN,360602000279,TRANSICAO DE SAIDA DE IMPUREZA D240               ,UN,90,1.0000
360609000315,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00315 ,240,UN,360601000059,MODULO EXTREMIDADE PENEIRA D 9                    ,UN,90,4.0000
360609000315,MAQUINA DE PRE-LIMPEZA MODELO MLAC-240 N° AC00315 ,240,UN,351501000228,PRESILHA D320                                     ,UN,90,1.0000
