estproduto,pronome,tn,unimedida,estfilho,pronome,unimedida,fase,estqtduso
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360601000072,MODULO EXTREMIDADE PENEIRA D 4                    ,UN,90,8.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360605000034,PLATAFORMA LATERAL COM ESCADA AC 240              ,UN,90,1.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360603000796,CORRIMAO D25 X 2318                               ,UN,90,8.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360605000045,CICLONE D1500 AC 180/240                          ,UN,90,1.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360601000175,MODULO EXTREMIDADE PENEIRA D 13                   ,UN,90,4.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360605000083,MAQUINA INDIVIDUAL AC240                          ,UN,90,1.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360602000311,MODULO DE DESCARGA INCLINADO 30G                  ,UN,90,1.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360603001165,CORRIMAO D25 X 1002                               ,UN,90,4.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,351501000228,PRESILHA D320                                     ,UN,90,1.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360603001441,CORRIMAO D25 X 1199                               ,UN,90,24.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360605000035,PLATAFORMA LATERAL DIR AC 240                     ,UN,90,1.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,6.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360603000517,CORRIMAO D25 X 682                                ,UN,90,36.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,351501000029,AMORTECEDOR FINAL D320 C/TAMPA                    ,UN,90,1.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360601000069,MODULO INTERMEDIARIO PENEIRA D 4                  ,UN,90,4.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360602000166,FECHAMENTO SUPERIOR FUNIL DE CARGA D320           ,UN,90,1.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360605000116,APOIOS DE COMPENSACAO 1.0M PLAT ML-240            ,UN,90,1.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,601983202491,TRANSICAO Q440 X D320 X H190                      ,UN,90,2.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360601000060,MODULO EXTREMIDADE PENEIRA PARCIAL D 9            ,UN,90,4.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360601000068,MODULO INTERMEDIARIO PENEIRA D 3.5                ,UN,90,4.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360605000049,MODULO ITENS FREQUENCIA 60HZ AC240 - CESTARI      ,UN,90,1.0000
360609000084,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00084 ,240,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,3.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000062,MODULO INTERMEDIARIO PENEIRA D 10                 ,UN,90,4.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360605000052,PLATAFORMA TRASEIRA NOVA AC240                    ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360602000308,PRESILHA SOLDADA D500                             ,UN,90,3.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000060,MODULO EXTREMIDADE PENEIRA PARCIAL D 9            ,UN,90,4.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,6.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000174,MODULO INTERMEDIARIO PENEIRA D 13                 ,UN,90,4.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360603000796,CORRIMAO D25 X 2318                               ,UN,90,8.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,351501000228,PRESILHA D320                                     ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360605000116,APOIOS DE COMPENSACAO 1.0M PLAT ML-240            ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360603001441,CORRIMAO D25 X 1199                               ,UN,90,24.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000059,MODULO EXTREMIDADE PENEIRA D 9                    ,UN,90,4.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360605000045,CICLONE D1500 AC 180/240                          ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000430,MODULO TRANS SAIDA IMPUREZA EM BAG D240/320       ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360605000080,MODULO FUNIL SAIDA D320 C/TAMPA DE INSPECAO       ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360605000034,PLATAFORMA LATERAL COM ESCADA AC 240              ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360605000035,PLATAFORMA LATERAL DIR AC 240                     ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000071,MODULO EXTREMIDADE PENEIRA D 3.5                  ,UN,90,8.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360602000197,BOCAL DE SAIDA D500                               ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360603000517,CORRIMAO D25 X 682                                ,UN,90,36.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000072,MODULO EXTREMIDADE PENEIRA D 4                    ,UN,90,8.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360602000166,FECHAMENTO SUPERIOR FUNIL DE CARGA D320           ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,351501000029,AMORTECEDOR FINAL D320 C/TAMPA                    ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000069,MODULO INTERMEDIARIO PENEIRA D 4                  ,UN,90,4.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,2.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360602000311,MODULO DE DESCARGA INCLINADO 30G                  ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,2.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000175,MODULO EXTREMIDADE PENEIRA D 13                   ,UN,90,4.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360605000083,MAQUINA INDIVIDUAL AC240                          ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000176,MODULO EXTREMIDADE PENEIRA PARCIAL D 13           ,UN,90,4.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360605000049,MODULO ITENS FREQUENCIA 60HZ AC240 - CESTARI      ,UN,90,1.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360603001165,CORRIMAO D25 X 1002                               ,UN,90,4.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360603000511,CORRIMAO D25 X 1760                               ,UN,90,8.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360603000770,CORRIMAO D25 X 1272                               ,UN,90,16.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360601000068,MODULO INTERMEDIARIO PENEIRA D 3.5                ,UN,90,4.0000
360609000085,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00085 ,240,UN,360603001168,CORRIMAO D25 X 1184                               ,UN,90,8.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360605000025,MAQUINA AC 60                                     ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000203,MODULO CAIXA SAIDA PARA ENSAQUE IMPUREZA MANUAL   ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000069,MODULO INTERMEDIARIO PENEIRA D 4                  ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360602000263,BOCAL DE SAIDA D420                               ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,351501000026,AMORTECEDOR FINAL D200 C/TAMPA                    ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360602000258,TUBO D420 X 1170                                  ,UN,90,4.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000175,MODULO EXTREMIDADE PENEIRA D 13                   ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000160,TUBO C/JANELA D420 X 1170                         ,UN,90,2.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000072,MODULO EXTREMIDADE PENEIRA D 4                    ,UN,90,2.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000180,MODULO INTERMEDIARIO PENEIRA D 1.5                ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360602000309,PRESILHA SOLDADA D420                             ,UN,90,3.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000141,MODULO INTERMEDIARIO PENEIRA OVAL 4 X 10          ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360605000079,MODULO FUNIL SAIDA D200 C/TAMPA DE INSPECAO       ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360605000029,MODULO ITENS FREQUENCIA 60HZ AC60 - CESTARI       ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000147,MODULO EXTREMIDADE PENEIRA OVAL 4 X 7.5           ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360602000165,FECHAMENTO SUP FUNIL DE CARGA D200                ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000176,MODULO EXTREMIDADE PENEIRA PARCIAL D 13           ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000173,MODULO EXTREMIDADE PENEIRA PARCIAL D 12           ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000171,MODULO INTERMEDIARIO PENEIRA D 12                 ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000423,ESCADA ACESSO FUNIL DE CARGA AC60                 ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360602000260,CURVA D420 45GR                                   ,UN,90,4.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000172,MODULO EXTREMIDADE PENEIRA D 12                   ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000181,MODULO EXTREMIDADE PENEIRA D 1.5                  ,UN,90,2.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360605000026,CICLONE D1200 AC60                                ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000068,MODULO INTERMEDIARIO PENEIRA D 3.5                ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000146,MODULO EXTREMIDADE PENEIRA OVAL 4 X 10            ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000152,MODULO EXTREMIDADE PENEIRA PARCIAL OVAL 4 X 7.5   ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000142,MODULO INTERMEDIARIO PENEIRA OVAL 4 X 7.5         ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,351501000224,PRESILHA D200                                     ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000174,MODULO INTERMEDIARIO PENEIRA D 13                 ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000071,MODULO EXTREMIDADE PENEIRA D 3.5                  ,UN,90,2.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000145,MODULO INTERMEDIARIO PENEIRA OBL 1.75 X 22        ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000151,MODULO EXTREMIDADE PENEIRA PARCIAL OVAL 4 X 10    ,UN,90,1.0000
360609000086,MAQUINA DE PRE-LIMPEZA MODELO MLEC-60 N° AC00086  ,60,UN,360601000150,MODULO EXTREMIDADE PENEIRA OBL 1.75 X 22          ,UN,90,2.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360605000066,MODULO FUNIL SAIDA D240 C/ TAMPA DE INSPECAO      ,UN,90,1.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,351501000225,PRESILHA D240                                     ,UN,90,1.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360605000049,MODULO ITENS FREQUENCIA 60HZ AC240 - CESTARI      ,UN,90,1.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360602000229,TUBO D500 X 1170                                  ,UN,90,6.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000071,MODULO EXTREMIDADE PENEIRA D 3.5                  ,UN,90,8.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000146,MODULO EXTREMIDADE PENEIRA OVAL 4 X 10            ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360602000311,MODULO DE DESCARGA INCLINADO 30G                  ,UN,90,1.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000059,MODULO EXTREMIDADE PENEIRA D 9                    ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000150,MODULO EXTREMIDADE PENEIRA OBL 1.75 X 22          ,UN,90,8.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360605000033,MAQUINA AC 240                                    ,UN,90,1.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360602000308,PRESILHA SOLDADA D500                             ,UN,90,3.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000060,MODULO EXTREMIDADE PENEIRA PARCIAL D 9            ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,2.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000151,MODULO EXTREMIDADE PENEIRA PARCIAL OVAL 4 X 10    ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000070,MODULO INTERMEDIARIO PENEIRA D 4.5                ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360602000095,FECHAMENTO SUP FUNIL DE CARGA D240                ,UN,90,1.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000058,MODULO INTERMEDIARIO PENEIRA D 9                  ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000067,MODULO EXTREMIDADE PENEIRA PARCIAL D 11           ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360605000045,CICLONE D1500 AC 180/240                          ,UN,90,1.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000145,MODULO INTERMEDIARIO PENEIRA OBL 1.75 X 22        ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000073,MODULO EXTREMIDADE PENEIRA D 4.5                  ,UN,90,8.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360602000197,BOCAL DE SAIDA D500                               ,UN,90,1.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360602000200,CURVA 45GR D500 R1000                             ,UN,90,3.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000141,MODULO INTERMEDIARIO PENEIRA OVAL 4 X 10          ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,351501000027,AMORTECEDOR FINAL D240 C/TAMPA                    ,UN,90,1.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,601043200453,TRANSICAO DE SAIDA DE IMPUREZA D240 E 320         ,UN,90,1.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000065,MODULO EXTREMIDADE PENEIRA D 11                   ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000068,MODULO INTERMEDIARIO PENEIRA D 3.5                ,UN,90,4.0000
360609000087,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00087 ,240,UF,360601000063,MODULO INTERMEDIARIO PENEIRA D 11                 ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,350509000006,FILTRO DE MANGAS 80MG E CANALIZACAO               ,UN,90,1.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,9.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000085,MODULO EXTREMIDADE PENEIRA D 8                    ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,2.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360602000166,FECHAMENTO SUPERIOR FUNIL DE CARGA D320           ,UN,90,1.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000151,MODULO EXTREMIDADE PENEIRA PARCIAL OVAL 4 X 10    ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360605000049,MODULO ITENS FREQUENCIA 60HZ AC240 - CESTARI      ,UN,90,1.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000166,MODULO INTERMEDIARIO PENEIRA OBL 9 X 15           ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000146,MODULO EXTREMIDADE PENEIRA OVAL 4 X 10            ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360605000033,MAQUINA AC 240                                    ,UN,90,1.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000145,MODULO INTERMEDIARIO PENEIRA OBL 1.75 X 22        ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000073,MODULO EXTREMIDADE PENEIRA D 4.5                  ,UN,90,8.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360605000080,MODULO FUNIL SAIDA D320 C/TAMPA DE INSPECAO       ,UN,90,1.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360602000197,BOCAL DE SAIDA D500                               ,UN,90,1.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000069,MODULO INTERMEDIARIO PENEIRA D 4                  ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000170,MODULO EXTREMIDADE PENEIRA PARCIAL OBL 9 X 15     ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000070,MODULO INTERMEDIARIO PENEIRA D 4.5                ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360602000308,PRESILHA SOLDADA D500                             ,UN,90,3.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000072,MODULO EXTREMIDADE PENEIRA D 4                    ,UN,90,8.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,5.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000150,MODULO EXTREMIDADE PENEIRA OBL 1.75 X 22          ,UN,90,8.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000082,MODULO INTERMEDIARIO PENEIRA D 8                  ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000141,MODULO INTERMEDIARIO PENEIRA OVAL 4 X 10          ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,351501000403,ENTRADA DUPLA PLANA ELEVADOR D320                 ,UN,90,1.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000087,MODULO EXTREMIDADE PENEIRA PARCIAL D 8            ,UN,90,4.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,351501000228,PRESILHA D320                                     ,UN,90,1.0000
360609000088,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00088 ,240,UN,360601000168,MODULO EXTREMIDADE PENEIRA OBL 9 X 15             ,UN,90,4.0000
360609000089,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00089 ,240,UN,360601000168,MODULO EXTREMIDADE PENEIRA OBL 9 X 15             ,UN,90,4.0000
360609000089,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00089 ,240,UN,360602000166,FECHAMENTO SUPERIOR FUNIL DE CARGA D320           ,UN,90,1.0000
360609000089,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00089 ,240,UN,360602000229,TUBO D500 X 1170                                  ,UN,90,8.0000
360609000089,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00089 ,240,UN,360605000049,MODULO ITENS FREQUENCIA 60HZ AC240 - CESTARI      ,UN,90,1.0000
360609000089,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00089 ,240,UN,360601000058,MODULO INTERMEDIARIO PENEIRA D 9                  ,UN,90,4.0000
360609000089,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00089 ,240,UN,360601000159,TUBO C/JANELA D500 X 1170                         ,UN,90,2.0000
360609000089,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00089 ,240,UN,360602000200,CURVA 45GR D500 R1000                             ,UN,90,2.0000
360609000089,MAQUINA DE PRE-LIMPEZA MODELO MLEC-240 N° AC00089 ,240,UN,360602000308,PRESILHA SOLDADA D500                             ,UN,90,3.0000
